cids,>O00141,>O00311,>O00418,>O00444,>O14757,>O14920,>O14965,>O15075,>O15111,>O15264,>O15530,>O43293,>O43741,>O43781,>O60285,>O75582,>O75676,>O94806,>O96013,>O96017,>P04049,>P04629,>P05129,>P05771,>P06239,>P06241,>P06493,>P07332,>P07947,>P07948,>P08631,>P09769,>P11309,>P11362,>P11802,>P12931,>P15056,>P15735,>P16591,>P17252,>P17612,>P19784,>P21802,>P22455,>P22607,>P22612,>P22694,>P23443,>P24723,>P24941,>P27361,>P27448,>P28482,>P29376,>P30291,>P30530,>P31749,>P31751,>P34947,>P36507,>P41240,>P41279,>P41743,>P42679,>P42685,>P43403,>P43405,>P45983,>P45984,>P48729,>P48730,>P49137,>P49336,>P49674,>P49759,>P49760,>P49840,>P49841,>P50613,>P50750,>P51451,>P51617,>P51812,>P51813,>P51817,>P51955,>P51957,>P52564,>P53350,>P53667,>P53778,>P53779,>P54619,>P54646,>P67870,>P68400,>P78368,>Q00534,>Q00535,>Q02156,>Q02750,>Q02779,>Q04759,>Q04771,>Q05513,>Q05655,>Q06187,>Q06418,>Q08881,>Q12851,>Q13131,>Q13153,>Q13177,>Q13188,>Q13237,>Q13554,>Q13555,>Q13557,>Q13627,>Q13882,>Q13976,>Q14012,>Q14164,>Q14680,>Q15078,>Q15118,>Q15139,>Q15418,>Q15759,>Q16288,>Q16512,>Q16539,>Q16566,>Q16584,>Q16620,>Q16644,>Q7KZI7,>Q86V86,>Q8IU85,>Q8IW41,>Q8NE63,>Q8TDC3,>Q96GD4,>Q96KB5,>Q96L34,>Q96PF2,>Q96RR4,>Q96SB4,>Q9BUB5,>Q9BWU1,>Q9BXA7,>Q9BZL6,>Q9H0K1,>Q9H3Y6,>Q9H4B4,>Q9HAZ1,>Q9HBH9,>Q9HBY8,>Q9HC98,>Q9HCP0,>Q9NR20,>Q9NWZ3,>Q9NYL2,>Q9P1W9,>Q9P289,>Q9UBE8,>Q9UBF8,>Q9UBS0,>Q9UEE5,>Q9UGI9,>Q9UGJ0,>Q9UHD2,>Q9UQM7,>Q9Y243,>Q9Y463,>Q9Y478,>Q9Y4K4,>Q9Y6M4
CHEMBL1992342,nan,11.999998417,11.500000186,11.900000875,11.200000128,nan,11.900000875,11.400000202,nan,11.200000128,11.500000186,12.699997654,nan,12.299998172,nan,11.800000504,nan,11.599999679,11.400000202,11.900000875,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.800000504,11.800000504,nan,11.900000875,nan,nan,11.1,11.400000202,nan,11.800000504,nan,11.400000202,11.900000875,nan,11.699999383,nan,nan,nan,11.800000504,nan,nan,11.800000504,nan,11.599999679,nan,11.400000202,11.200000128,nan,nan,11.800000504,11.599999679,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,11.699999383,nan,11.900000875,11.599999679,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,11.699999383,nan,11.300000237,nan,nan,11.900000875,11.200000128,11.200000128,nan,11.900000875,11.1,11.300000237,nan,11.200000128,11.200000128,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.200000128,nan,nan,nan,nan,nan,11.200000128,12.1,11.999998417,11.800000504,11.900000875,11.400000202,11.900000875,11.1,nan,11.200000128,11.900000875,11.300000237,11.699999383,11.300000237,12.299998172,11.699999383,12.399997603,11.699999383,nan,11.900000875,nan,nan,nan,nan,nan,11.999998417,nan,nan,nan,nan,11.400000202,11.1,11.400000202,11.200000128,nan,11.900000875,11.300000237,11.300000237,12.599996932,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.599999679,nan,11.900000875,11.200000128,12.399997603,11.599999679,12.599996932,nan,11.300000237,11.200000128,nan,11.200000128,11.900000875,nan,nan,nan,nan,13.200015437,nan,nan,nan,nan,11.800000504,nan,nan,11.200000128,11.300000237
CHEMBL1992363,nan,15.600312917,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.500007822,nan,nan,nan,nan,nan,11.500000186,13.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.400000202,nan,nan,nan,nan,nan,nan,nan,12.499996913,nan,nan,nan,nan,nan,nan,nan,nan,13.399988938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.900000875,nan,nan,11.900000875,nan,nan,11.500000186,nan,nan,13.200015437,nan,nan,13.1,12.799991797,nan,nan,nan,nan,13.99997427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.600038134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.500007822,nan,nan,nan,12.1,nan,nan,nan,11.599999679,13.600038134,nan,nan,nan,nan,13.500007822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.500116928,nan,nan,nan,nan,nan,12.199999035,nan,nan,nan,nan,nan,nan,14.200179498,nan,nan,nan,nan,nan,nan,nan,13.000008766,nan
CHEMBL1992536,nan,11.999998417,11.500000186,11.500000186,11.200000128,nan,11.900000875,11.1,nan,11.200000128,11.500000186,11.999998417,nan,11.300000237,nan,11.800000504,nan,11.1,11.400000202,11.900000875,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.200000128,11.800000504,nan,11.900000875,nan,nan,11.1,11.400000202,nan,11.800000504,nan,11.400000202,11.900000875,nan,11.200000128,nan,nan,nan,11.800000504,nan,nan,11.300000237,nan,11.200000128,nan,11.300000237,11.200000128,nan,nan,11.800000504,11.200000128,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,11.699999383,nan,11.900000875,11.599999679,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,11.200000128,13.299970641,13.299970641,nan,nan,11.900000875,11.200000128,11.200000128,nan,nan,11.1,11.300000237,nan,11.200000128,11.1,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.400000202,nan,nan,nan,nan,nan,11.200000128,11.200000128,11.999998417,11.800000504,11.900000875,11.300000237,11.900000875,11.1,nan,11.200000128,11.900000875,11.200000128,11.300000237,11.300000237,11.699999383,11.699999383,12.899998135,11.400000202,nan,11.900000875,nan,nan,nan,nan,nan,11.999998417,nan,nan,nan,nan,11.400000202,11.1,11.200000128,11.200000128,nan,11.900000875,11.200000128,11.1,11.300000237,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.1,nan,11.900000875,11.200000128,13.200015437,11.1,11.1,nan,11.300000237,11.200000128,11.1,11.200000128,11.900000875,nan,nan,nan,nan,11.500000186,nan,nan,nan,nan,11.1,nan,nan,11.200000128,11.300000237
CHEMBL1992634,nan,11.999998417,nan,11.900000875,11.200000128,nan,12.599996932,11.1,nan,11.200000128,11.500000186,11.999998417,nan,11.300000237,nan,11.800000504,nan,12.399997603,11.400000202,11.900000875,nan,11.699999383,11.400000202,nan,11.699999383,12.199999035,12.499996913,12.299998172,nan,11.900000875,nan,nan,11.1,11.400000202,nan,11.800000504,nan,12.699997654,13.000008766,nan,11.200000128,nan,nan,nan,11.800000504,nan,nan,11.300000237,nan,12.699997654,nan,12.499996913,11.200000128,nan,nan,11.800000504,11.200000128,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,11.800000504,nan,12.199999035,11.800000504,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,12.499996913,11.200000128,11.300000237,11.900000875,nan,11.900000875,12.599996932,11.200000128,nan,11.900000875,11.1,12.299998172,nan,11.200000128,11.599999679,11.300000237,nan,nan,nan,nan,12.199999035,11.200000128,nan,12.699997654,nan,nan,nan,nan,nan,11.200000128,11.200000128,11.999998417,11.800000504,12.799991797,13.8000571,11.900000875,11.1,nan,12.699997654,11.900000875,12.499996913,12.599996932,12.599996932,12.899998135,11.699999383,11.800000504,11.400000202,nan,11.900000875,nan,nan,nan,nan,nan,13.399988938,nan,nan,nan,nan,11.599999679,11.1,12.199999035,11.200000128,nan,11.900000875,12.499996913,11.1,12.899998135,11.900000875,nan,11.900000875,nan,11.200000128,nan,10.1,11.900000875,12.399997603,nan,11.900000875,11.200000128,13.200015437,12.399997603,11.900000875,nan,11.300000237,11.200000128,12.499996913,12.299998172,11.900000875,nan,nan,nan,nan,12.499996913,nan,nan,11.900000875,nan,11.1,nan,nan,13.399988938,11.300000237
CHEMBL1992740,nan,11.999998417,11.500000186,11.500000186,11.200000128,11.599999679,11.500000186,11.1,11.500000186,11.200000128,11.500000186,11.999998417,nan,11.300000237,nan,11.800000504,nan,11.1,11.400000202,11.400000202,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.999998417,nan,nan,11.900000875,nan,nan,11.200000128,11.400000202,nan,11.800000504,nan,11.400000202,nan,nan,11.200000128,nan,nan,nan,11.800000504,nan,nan,11.300000237,nan,12.1,nan,11.300000237,11.200000128,nan,nan,11.800000504,11.200000128,11.200000128,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.599999679,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,12.699997654,nan,13.699980365,nan,nan,11.900000875,11.200000128,11.200000128,nan,11.900000875,11.1,11.300000237,nan,11.200000128,11.1,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.699999383,nan,nan,nan,nan,nan,11.200000128,11.200000128,nan,nan,11.900000875,11.300000237,11.300000237,11.1,nan,11.200000128,11.900000875,nan,nan,nan,12.899998135,11.699999383,11.800000504,11.300000237,nan,11.900000875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.400000202,11.1,11.200000128,nan,nan,11.900000875,11.200000128,11.1,11.300000237,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.1,nan,nan,11.400000202,12.1,11.1,11.1,nan,nan,nan,11.1,11.200000128,11.900000875,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.200000128,nan
CHEMBL1992922,nan,12.699997654,11.500000186,11.500000186,11.300000237,11.599999679,11.800000504,11.1,11.699999383,11.200000128,11.999998417,11.999998417,nan,12.1,nan,11.900000875,nan,11.699999383,11.400000202,11.800000504,nan,12.499996913,11.300000237,nan,12.1,12.299998172,12.499996913,nan,nan,12.199999035,nan,nan,11.1,11.900000875,nan,11.400000202,nan,11.800000504,nan,nan,11.900000875,nan,nan,nan,11.999998417,nan,nan,12.299998172,nan,12.699997654,nan,12.799991797,11.500000186,nan,nan,12.799991797,11.200000128,11.200000128,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.599999679,11.500000186,11.300000237,11.200000128,11.800000504,nan,nan,nan,13.399988938,12.499996913,11.900000875,nan,nan,12.399997603,11.500000186,11.200000128,nan,11.900000875,11.1,11.300000237,nan,11.200000128,11.800000504,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,12.799991797,nan,nan,nan,nan,nan,11.200000128,11.800000504,nan,nan,11.900000875,12.899998135,12.1,11.1,nan,13.000008766,11.900000875,11.900000875,12.799991797,13.200015437,12.799991797,nan,11.800000504,11.300000237,nan,12.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.500000186,11.1,12.799991797,nan,nan,11.900000875,11.200000128,12.199999035,11.500000186,11.1,nan,11.999998417,nan,11.599999679,nan,nan,12.299998172,11.599999679,nan,nan,11.200000128,14.200179498,11.400000202,11.200000128,nan,11.300000237,nan,12.899998135,11.200000128,11.900000875,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,12.499996913,nan
CHEMBL1992937,nan,11.999998417,11.500000186,11.500000186,11.400000202,11.599999679,11.999998417,11.1,11.500000186,11.200000128,11.500000186,11.500000186,nan,13.000008766,nan,11.800000504,nan,11.599999679,11.400000202,11.999998417,nan,11.699999383,11.200000128,nan,11.400000202,11.500000186,12.499996913,nan,nan,11.900000875,nan,nan,11.300000237,11.500000186,nan,11.400000202,nan,11.599999679,nan,nan,11.599999679,nan,nan,nan,11.800000504,nan,nan,11.300000237,nan,11.999998417,nan,11.900000875,11.200000128,11.699999383,nan,11.800000504,11.200000128,11.200000128,11.500000186,11.699999383,nan,nan,nan,nan,nan,nan,nan,12.299998172,11.800000504,11.599999679,12.199999035,11.200000128,11.500000186,nan,nan,12.699997654,11.599999679,11.699999383,12.799991797,13.299970641,11.900000875,13.000008766,11.500000186,nan,11.699999383,11.400000202,12.199999035,nan,11.200000128,11.599999679,11.300000237,nan,nan,nan,nan,11.400000202,13.399988938,nan,12.599996932,nan,11.699999383,nan,11.699999383,11.500000186,11.200000128,11.200000128,11.300000237,11.599999679,12.499996913,11.800000504,11.400000202,11.1,nan,11.400000202,11.900000875,11.200000128,11.300000237,11.400000202,12.499996913,nan,11.800000504,11.300000237,11.599999679,11.900000875,nan,nan,nan,nan,nan,11.599999679,nan,11.500000186,nan,nan,11.500000186,11.1,11.500000186,nan,11.699999383,11.900000875,11.599999679,11.1,11.900000875,11.1,nan,11.900000875,nan,12.1,nan,nan,11.900000875,11.400000202,nan,nan,11.200000128,14.1,11.300000237,12.199999035,nan,12.899998135,nan,12.699997654,11.999998417,11.900000875,nan,nan,nan,nan,nan,nan,nan,11.599999679,11.500000186,11.1,12.899998135,nan,11.999998417,nan
CHEMBL1993243,nan,11.999998417,11.500000186,12.199999035,11.200000128,nan,11.900000875,11.1,nan,11.200000128,11.500000186,11.999998417,nan,11.300000237,nan,11.800000504,nan,12.1,11.400000202,11.900000875,nan,11.999998417,11.400000202,nan,12.899998135,14.798970004,11.200000128,11.800000504,nan,13.1,nan,nan,11.1,13.399988938,nan,14.200179498,nan,11.400000202,11.999998417,nan,11.200000128,nan,nan,nan,13.500007822,nan,nan,13.200015437,nan,11.200000128,nan,11.900000875,11.200000128,nan,nan,12.1,11.200000128,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,13.899970733,nan,12.499996913,11.599999679,11.500000186,11.300000237,11.500000186,11.200000128,nan,nan,nan,11.200000128,nan,11.300000237,nan,nan,13.99997427,11.200000128,11.200000128,nan,11.900000875,12.1,11.300000237,nan,11.200000128,12.699997654,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.1,nan,nan,nan,nan,nan,11.200000128,11.200000128,13.000008766,13.8000571,11.999998417,11.999998417,11.900000875,11.1,nan,11.500000186,11.900000875,11.200000128,11.300000237,11.300000237,11.300000237,13.000008766,11.800000504,11.599999679,nan,11.900000875,nan,nan,nan,nan,nan,12.599996932,nan,nan,nan,nan,12.1,11.1,12.1,11.200000128,nan,11.900000875,11.200000128,11.400000202,13.200015437,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.999998417,nan,12.399997603,11.200000128,11.500000186,11.699999383,11.1,nan,11.300000237,11.200000128,nan,12.799991797,11.900000875,nan,nan,nan,nan,11.500000186,nan,nan,nan,nan,11.200000128,nan,nan,13.000008766,11.300000237
CHEMBL1993413,nan,14.901342913,nan,nan,nan,nan,11.900000875,nan,nan,nan,nan,11.500000186,nan,nan,nan,nan,nan,11.500000186,11.400000202,nan,nan,11.599999679,nan,nan,11.300000237,11.300000237,nan,nan,nan,nan,nan,nan,11.500000186,11.500000186,nan,nan,nan,nan,nan,nan,11.699999383,nan,nan,nan,nan,nan,nan,nan,nan,11.599999679,nan,nan,nan,11.699999383,nan,nan,nan,nan,11.500000186,11.500000186,nan,nan,nan,nan,nan,nan,11.900000875,11.400000202,11.500000186,11.699999383,nan,nan,13.200015437,nan,nan,11.599999679,11.500000186,11.500000186,11.500000186,11.900000875,nan,nan,11.500000186,nan,11.599999679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.500000186,nan,11.599999679,nan,11.699999383,11.500000186,nan,nan,11.300000237,11.599999679,nan,11.699999383,11.599999679,nan,nan,11.599999679,nan,nan,nan,11.599999679,12.699997654,nan,nan,nan,11.599999679,13.600038134,nan,nan,nan,nan,nan,11.599999679,nan,11.599999679,nan,nan,11.500000186,nan,nan,nan,11.699999383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.699980365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.900000875,nan,nan,11.599999679,11.200000128,nan,12.599996932,nan,11.500000186,nan
CHEMBL1993424,nan,11.999998417,nan,nan,11.200000128,nan,13.000008766,11.699999383,nan,11.200000128,12.499996913,11.999998417,nan,nan,nan,11.800000504,nan,11.999998417,11.400000202,11.900000875,nan,13.1,11.300000237,nan,13.1,13.299970641,12.799991797,11.800000504,nan,13.500007822,nan,nan,11.1,13.200015437,nan,13.299970641,nan,11.500000186,12.1,nan,11.200000128,nan,nan,nan,nan,nan,nan,11.300000237,nan,13.1,nan,12.599996932,11.200000128,nan,nan,nan,nan,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,14.1,nan,13.299970641,11.599999679,11.599999679,11.300000237,11.200000128,11.200000128,nan,nan,nan,12.799991797,12.299998172,12.399997603,nan,nan,11.900000875,12.399997603,11.999998417,nan,11.900000875,11.1,12.199999035,nan,11.200000128,nan,11.300000237,nan,nan,nan,nan,11.400000202,11.699999383,nan,13.200015437,nan,nan,nan,nan,nan,11.200000128,11.500000186,nan,11.800000504,12.499996913,13.200015437,12.499996913,11.1,nan,12.499996913,11.900000875,11.900000875,12.599996932,12.399997603,11.900000875,nan,11.800000504,11.500000186,nan,11.900000875,nan,nan,nan,nan,nan,14.400162274,nan,nan,nan,nan,12.899998135,11.1,12.399997603,11.200000128,nan,11.900000875,11.999998417,12.499996913,13.899970733,11.1,nan,11.900000875,nan,11.500000186,nan,nan,11.900000875,11.800000504,nan,12.1,11.200000128,13.1,nan,11.500000186,nan,11.500000186,11.200000128,11.999998417,11.699999383,11.900000875,nan,nan,nan,nan,12.599996932,nan,nan,nan,nan,11.1,nan,nan,12.399997603,11.300000237
CHEMBL1993548,nan,12.499996913,11.500000186,11.500000186,11.200000128,nan,11.900000875,11.1,nan,11.200000128,11.500000186,12.1,nan,12.899998135,nan,13.200015437,nan,12.1,11.400000202,11.900000875,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.200000128,11.800000504,nan,11.900000875,nan,nan,11.900000875,11.400000202,nan,11.800000504,nan,11.699999383,11.900000875,nan,12.699997654,nan,nan,nan,11.800000504,nan,nan,12.1,nan,11.200000128,nan,11.400000202,11.200000128,nan,nan,11.800000504,11.699999383,11.400000202,nan,nan,nan,nan,11.599999679,nan,11.699999383,nan,11.900000875,11.599999679,11.500000186,11.400000202,12.199999035,11.200000128,nan,nan,nan,12.1,11.699999383,11.900000875,nan,nan,11.900000875,11.200000128,11.999998417,nan,13.600038134,11.1,11.300000237,nan,11.200000128,11.1,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.1,nan,nan,nan,nan,nan,11.300000237,11.999998417,11.999998417,11.800000504,nan,11.599999679,11.900000875,11.1,nan,11.200000128,12.899998135,11.200000128,11.300000237,11.400000202,13.1,nan,13.399988938,11.400000202,nan,11.900000875,nan,nan,nan,nan,nan,11.999998417,nan,nan,nan,nan,11.400000202,11.1,11.300000237,11.400000202,nan,11.900000875,11.200000128,11.1,11.300000237,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.800000504,nan,11.900000875,11.200000128,12.399997603,12.199999035,11.400000202,nan,11.300000237,11.599999679,11.1,11.200000128,11.900000875,nan,nan,nan,nan,11.500000186,nan,nan,nan,nan,11.1,nan,nan,11.200000128,11.300000237
CHEMBL1993584,nan,12.1,11.500000186,11.500000186,11.200000128,nan,11.900000875,11.1,nan,11.200000128,11.500000186,11.999998417,nan,11.999998417,nan,11.800000504,nan,11.200000128,11.400000202,11.900000875,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.200000128,11.800000504,nan,11.900000875,nan,nan,11.200000128,11.400000202,nan,11.800000504,nan,11.599999679,11.900000875,nan,12.499996913,nan,nan,nan,11.800000504,nan,nan,12.399997603,nan,11.200000128,nan,11.300000237,11.200000128,nan,nan,11.800000504,11.699999383,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,11.699999383,nan,11.900000875,11.599999679,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,12.399997603,12.299998172,12.199999035,nan,nan,11.900000875,11.200000128,11.200000128,nan,nan,11.1,11.300000237,nan,11.200000128,11.300000237,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.1,nan,nan,nan,nan,nan,11.200000128,11.900000875,11.999998417,11.800000504,11.900000875,11.699999383,11.999998417,11.1,nan,11.200000128,11.900000875,11.200000128,11.300000237,11.599999679,11.800000504,11.699999383,12.299998172,11.400000202,nan,11.900000875,nan,nan,nan,nan,nan,11.999998417,nan,nan,nan,nan,11.400000202,11.1,11.200000128,11.200000128,nan,11.900000875,11.400000202,11.200000128,11.500000186,11.699999383,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.1,nan,11.900000875,11.200000128,13.899970733,12.599996932,11.1,nan,11.300000237,11.200000128,11.1,11.200000128,11.900000875,nan,nan,nan,nan,12.199999035,nan,nan,nan,nan,11.200000128,nan,nan,11.200000128,11.300000237
CHEMBL1993661,nan,14.400162274,nan,14.600312917,13.399988938,nan,14.400162274,13.000008766,nan,11.800000504,14.200179498,11.400000202,nan,11.500000186,nan,12.599996932,nan,13.500007822,14.901342913,13.200015437,nan,13.000008766,12.799991797,nan,13.200015437,12.599996932,nan,nan,nan,nan,13.399988938,nan,11.300000237,13.99997427,nan,nan,nan,13.399988938,nan,nan,13.200015437,nan,nan,nan,14.901342913,nan,nan,13.1,nan,nan,nan,14.299970641,14.500116928,14.600312917,nan,nan,11.500000186,11.200000128,12.1,13.299970641,nan,nan,11.800000504,13.399988938,15.1,nan,nan,13.000008766,13.1,11.500000186,11.200000128,11.200000128,11.500000186,nan,nan,12.699997654,12.899998135,12.199999035,13.600038134,13.1,15.1,nan,14.1,nan,13.1,13.000008766,13.899970733,nan,13.299970641,13.8000571,12.399997603,13.699980365,nan,nan,nan,13.000008766,11.200000128,nan,nan,nan,13.299970641,15.200179498,13.299970641,12.899998135,nan,13.200015437,13.000008766,11.800000504,14.600312917,14.400162274,14.299970641,13.600038134,nan,14.400162274,11.900000875,12.499996913,13.500007822,13.8000571,12.699997654,13.200015437,11.800000504,12.599996932,13.000008766,13.1,nan,nan,nan,nan,nan,13.1,nan,11.500000186,nan,nan,13.8000571,11.1,nan,11.200000128,12.1,11.900000875,11.699999383,13.500007822,13.200015437,11.1,15.400162274,13.1,14.999629455,13.500007822,nan,10.1,14.200179498,13.1,15.1,13.1,12.699997654,13.699980365,12.699997654,11.400000202,nan,11.300000237,11.999998417,14.500116928,12.399997603,11.900000875,nan,nan,nan,nan,13.1,nan,nan,13.500007822,12.299998172,11.1,12.599996932,nan,12.899998135,11.300000237
CHEMBL1993722,nan,12.699997654,11.500000186,12.599996932,11.200000128,11.599999679,12.599996932,11.1,11.500000186,11.200000128,11.500000186,11.999998417,nan,11.699999383,nan,13.500007822,nan,11.1,11.400000202,11.300000237,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.500000186,nan,nan,11.900000875,nan,nan,11.1,11.400000202,nan,11.300000237,nan,11.400000202,nan,nan,11.800000504,nan,nan,nan,11.800000504,nan,nan,11.400000202,nan,11.800000504,nan,11.699999383,11.200000128,nan,nan,11.800000504,11.200000128,11.200000128,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.599999679,11.500000186,11.300000237,11.400000202,11.200000128,nan,nan,nan,11.999998417,11.999998417,11.800000504,nan,nan,11.900000875,11.599999679,11.200000128,nan,12.699997654,11.1,11.300000237,nan,11.200000128,11.200000128,11.300000237,nan,nan,nan,nan,11.900000875,11.999998417,nan,11.500000186,nan,nan,nan,nan,nan,11.200000128,11.200000128,nan,nan,11.900000875,12.599996932,11.300000237,11.1,nan,13.000008766,12.299998172,11.200000128,11.300000237,11.300000237,11.699999383,nan,12.199999035,11.500000186,nan,11.900000875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.400000202,11.1,11.800000504,nan,nan,11.900000875,11.800000504,11.200000128,12.699997654,11.400000202,nan,11.900000875,nan,11.699999383,nan,nan,11.900000875,11.1,nan,nan,11.699999383,13.699980365,11.300000237,12.499996913,nan,11.300000237,nan,11.900000875,11.500000186,11.900000875,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,12.499996913,nan
CHEMBL1993781,nan,11.999998417,11.500000186,11.500000186,11.200000128,nan,11.500000186,11.1,11.500000186,11.200000128,11.500000186,11.999998417,nan,11.300000237,nan,11.900000875,nan,11.1,11.400000202,11.900000875,nan,11.699999383,11.200000128,nan,11.699999383,12.199999035,11.200000128,11.800000504,nan,11.900000875,nan,nan,11.800000504,11.400000202,nan,11.800000504,nan,11.400000202,11.900000875,nan,13.000008766,nan,nan,nan,11.800000504,nan,nan,12.1,nan,11.200000128,nan,11.300000237,11.200000128,nan,nan,11.800000504,11.999998417,11.200000128,nan,nan,nan,nan,11.400000202,11.800000504,11.699999383,nan,11.900000875,11.599999679,11.500000186,11.300000237,11.200000128,11.200000128,nan,nan,nan,11.900000875,11.599999679,11.300000237,nan,nan,11.900000875,11.200000128,11.200000128,nan,13.8000571,11.1,11.300000237,nan,11.200000128,11.1,11.300000237,nan,nan,nan,nan,11.300000237,11.200000128,nan,11.1,nan,nan,nan,nan,nan,11.200000128,11.300000237,11.999998417,11.800000504,11.900000875,11.300000237,11.900000875,11.1,nan,11.200000128,11.999998417,11.200000128,11.300000237,11.300000237,12.199999035,nan,13.200015437,11.300000237,nan,11.900000875,nan,nan,nan,nan,nan,11.999998417,nan,nan,nan,nan,11.400000202,11.1,11.200000128,11.500000186,nan,11.900000875,11.200000128,11.1,11.300000237,11.200000128,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.400000202,nan,11.900000875,11.200000128,12.499996913,11.999998417,11.1,nan,nan,11.200000128,11.1,11.200000128,11.900000875,nan,nan,nan,nan,11.800000504,nan,nan,nan,nan,11.300000237,nan,nan,11.200000128,nan
